business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
CVFUGNRFFmfN-Wq3KhH0LA,Aces & Arrows Archery,"980 American Pacific Dr, Ste 107",Henderson,NV,89014,36.0424104,-115.0272296,5.0,19,1,"{'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'BusinessParking': 'None', 'GoodForKids': 'True', 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True'}","Shopping, Active Life, Sporting Goods, Archery","{'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '10:0-20:0'}"
eQL6UKYvkWERh21rF0Blnw,Moe's Tavern & Grill,118 State St,Madison,WI,53703,43.0747406,-89.3865796,2.5,9,0,"{'RestaurantsReservations': 'True', 'Caters': 'False', 'HasTV': 'True', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'full_bar'"", 'RestaurantsDelivery': 'False', 'NoiseLevel': ""u'loud'"", 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'False', 'OutdoorSeating': 'True'}","Greek, American (Traditional), Burgers, Restaurants","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-1:30', 'Friday': '11:0-1:30', 'Saturday': '9:0-1:30'}"
YH29UgOzfLxroQWDTokIyA,"Pawsattraction, LLC","894 E Warner Rd, Ste 106",Gilbert,AZ,85296,33.3368037,-111.7710071,3.0,19,1,,"Pet Services, Pets, Pet Groomers","{'Tuesday': '8:30-16:30', 'Wednesday': '8:30-16:30', 'Thursday': '8:30-16:30', 'Friday': '8:30-16:30', 'Saturday': '8:0-16:30'}"
OCHNtKgtU6-GPVCtqOeWWg,Inspirado Apartment Homes,6885 W Lone Mountain Rd,Las Vegas,NV,89108,36.246366,-115.24555,5.0,8,1,"{'BusinessAcceptsCreditCards': 'False', 'BusinessAcceptsBitcoin': 'False', 'ByAppointmentOnly': 'False'}","Real Estate, Apartments, Home Services","{'Monday': '9:30-17:30', 'Tuesday': '9:30-17:30', 'Wednesday': '9:30-17:30', 'Thursday': '9:30-17:30', 'Friday': '9:30-17:30', 'Saturday': '11:0-17:30'}"
s51QSKIjUoLJoic5x-48qQ,CloudBringers,,Henderson,NV,89044,35.9208835,-115.1652008,5.0,5,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False'}","Data Recovery, Home Services, Home Automation, Local Services, IT Services & Computer Repair","{'Monday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '9:0-16:0', 'Sunday': '9:0-16:0'}"
CA7PTFk3_2ZT3LS5lC6qFg,Tooth Club For Kids,"4025 W Bell Rd, Ste 18",Phoenix,AZ,85053,33.6390026,-112.1458517,5.0,5,1,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}","Pediatric Dentists, Health & Medical, Dentists","{'Monday': '0:0-0:0', 'Tuesday': '7:0-16:30', 'Wednesday': '7:30-16:30', 'Thursday': '7:30-16:30', 'Friday': '7:30-16:30', 'Saturday': '7:0-13:0'}"
MDJEKtLBV9dhruo6Z0uwAQ,Advance Laser Clinic,"2675-36 St NE, Unit 108",Calgary,AB,T1Y 6H6,51.076783,-113.983283,2.0,4,1,"{'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': True, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'True'}","Health & Medical, Laser Hair Removal, Tanning, Medical Spas, Skin Care, Hair Removal, Weight Loss Centers, Beauty & Spas","{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '11:0-15:0'}"
PhGpWmiHPlgCjQNb6qYZYA,Gass Peak,Desert National Wildlife Refuge,Las Vegas,NV,,36.3997112534,-115.1892607041,5.0,7,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True'}","Hiking, Parks, Active Life",
IRyacVL0Oor-dnHcrG6llQ,Trade Street Taco,710 W Trade St,Charlotte,NC,28202,35.2327134,-80.8487821,3.0,5,1,,"Mexican, Restaurants, Tacos",
cB7FhpOwFCn380G6WGpJzw,Golden Thai Restaurant,105 Church Street,Toronto,ON,M5C 2G3,43.6523454,-79.375276,3.5,197,1,"{'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'full_bar'"", 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""'free'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'average'"", 'GoodForKids': 'True', 'Caters': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HasTV': 'False', 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}""}","Restaurants, Thai","{'Monday': '11:30-21:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-21:0'}"
hWUttm_QEp0B_bN8aNvHYA,Regis Salon,"6555 E Southern Ave, Superstition Springs Center",Mesa,AZ,85206,33.389684,-111.689032,4.0,35,1,"{'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'GoodForKids': 'True'}","Hair Salons, Beauty & Spas","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '11:0-18:0'}"
FxxXlegMzUymnCdx4jmnWQ,Sakura Grill & Supreme Buffet,7101 E Mcdowell Rd,Scottsdale,AZ,85257,33.4656197,-111.9284182,3.0,18,0,"{'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsReservations': 'False', 'BikeParking': 'True', 'Alcohol': ""'beer_and_wine'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'HasTV': 'True', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '2', 'WiFi': ""'no'"", 'RestaurantsTableService': 'True'}","Buffets, Restaurants","{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:30'}"
1OxSzNUssdRohY5dC-kWVg,Ping's Cafe,17115 E Shea Blvd,Fountain Hills,AZ,85268,33.571248,-111.712772,3.5,26,1,"{'Caters': 'False', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""u'quiet'"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'no'"", 'Alcohol': ""'beer_and_wine'"", 'HasTV': 'False', 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'False', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'False'}","Soup, Chinese, Restaurants, Chicken Shop","{'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '12:0-21:0'}"
IW7B-Y_Gb5EmDUgsg69MWA,Starbucks,951 General Avenue NE,Calgary,AB,T2E 9E1,51.0529869499,-114.040578076,3.0,11,1,"{'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'""}","Food, Coffee & Tea","{'Monday': '5:30-21:0', 'Tuesday': '5:30-21:0', 'Wednesday': '5:30-21:0', 'Thursday': '5:30-21:0', 'Friday': '5:30-21:0', 'Saturday': '6:30-21:0', 'Sunday': '6:30-20:0'}"
rgpM7LqcGUA_bmn-vW6QKg,J's Mobile Bicycle Service,,Henderson,NV,89002,35.9607337,-114.939821,5.0,20,1,{'BusinessAcceptsCreditCards': 'True'},"Bike Repair/Maintenance, Local Services","{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0'}"
ISxFuiKHGJXdOIZsTt9YVQ,Sally Beauty Supply,"2805 W Agua Fria Fwy, Ste 2a",Phoenix,AZ,85027,33.6675432322,-112.1200893088,1.0,3,1,"{'ByAppointmentOnly': 'False', 'BikeParking': 'False'}","Shopping, Cosmetics & Beauty Supply, Beauty & Spas","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-18:0'}"
ZDqHjJ0nUpFzUDsGEDPDLw,Perry G Walker Accounting & Tax Service,"10223 University City Blvd, Ste D",Charlotte,NC,28213,35.312455,-80.713534,5.0,4,1,,"Local Services, Notaries, Professional Services, Financial Services, Accountants, Payroll Services, Tax Services","{'Monday': '10:0-18:30', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-17:0'}"
u65uMUc88VMD7wI09BU1IQ,3 Amigos,1621 Rue Saint-Denis,Montréal,QC,H2X 3K3,45.515029,-73.562918,3.0,64,1,"{'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""u'loud'"", 'WiFi': ""u'no'"", 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'RestaurantsReservations': 'True', 'HasTV': 'False', 'RestaurantsPriceRange2': '2', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': True, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Restaurants, Tex-Mex, Mexican","{'Monday': '11:0-23:30', 'Tuesday': '11:0-23:30', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-1:0', 'Saturday': '12:0-1:0', 'Sunday': '12:0-23:30'}"
h65WzyYGlBEiCQYKHbRtLA,Nunzio's Pizzeria,17615 Detroit Ave,Lakewood,OH,44107,41.4847042,-81.8190909,3.0,5,1,"{'RestaurantsDelivery': 'True', 'WiFi': ""'no'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'False', 'OutdoorSeating': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsPriceRange2': '1', 'HasTV': 'False', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True'}","Restaurants, Pizza",
-WQhVJnBmyapFn0digQJwg,FruitLand Las Vegas,7400 Las Vegas Blvd S,Las Vegas,NV,89123,36.0525864119,-115.1692427769,4.5,18,1,"{'BusinessAcceptsBitcoin': 'False', 'BikeParking': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'True'}","Restaurants, Desserts, Specialty Food, Food, Farmers Market, Fruits & Veggies, Gluten-Free, Health Markets, Grocery","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '9:0-20:0'}"
6aJKlkjSkxnFydVWERSjCQ,Nails by Yumi,Body Spa West Salon,Las Vegas,NV,89117,36.157563,-115.285992,5.0,39,1,"{'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True'}","Beauty & Spas, Nail Salons, Nail Technicians","{'Monday': '9:30-15:0', 'Tuesday': '9:30-15:0', 'Wednesday': '9:30-15:0', 'Thursday': '9:30-15:0', 'Friday': '9:30-15:0', 'Saturday': '8:0-18:30'}"
yZIA98HUgPYx4BY8iZr3IA,Jack in the Box,2301 S Decatur Blvd,Las Vegas,NV,89102,36.145829,-115.2076349,2.5,27,1,"{'GoodForKids': 'True', 'WiFi': ""u'no'"", 'Caters': 'False', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'HasTV': 'False', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""'none'"", 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'NoiseLevel': ""u'average'""}","Fast Food, Burgers, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
biAjZpcbljvHKqh6rUE86g,Spectrum Inspection Group,,Henderson,NV,89012,36.0161023,-115.0584612,3.5,25,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}","Home Inspectors, Home Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
tYwoG7TQQXWd20k_yauxJw,Hbr Competition Engines,6959 Speedway Blvd,Las Vegas,NV,89115,36.2789438,-115.0197284,3.5,3,1,{'BusinessAcceptsCreditCards': 'True'},"Automotive, Auto Repair",
EHvGXGiphgkWneWtRRyftw,Le Studio de Yoga Wanderlust,7 Avenue Laurier E,Montréal,QC,H2T 1E4,45.5231213,-73.5927527,5.0,7,1,"{'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'False', 'ByAppointmentOnly': 'False'}","Active Life, Yoga, Fitness & Instruction","{'Monday': '7:0-21:0', 'Tuesday': '7:0-21:30', 'Wednesday': '7:0-21:30', 'Thursday': '7:0-21:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-21:0'}"
nlla3a_nJ5J1S6Q9jcMHNA,"Scott A Simpson, DDS PLLC","14231 N 7th St, Ste A1",Phoenix,AZ,85022,33.6159311,-112.0650096,4.5,11,1,{'ByAppointmentOnly': 'True'},"Dentists, Health & Medical, General Dentistry, Oral Surgeons","{'Monday': '9:0-18:0', 'Tuesday': '7:0-16:0', 'Wednesday': '7:0-16:0', 'Thursday': '9:0-16:0', 'Friday': '9:0-14:0'}"
JWCn4zw3AYU0kKXe82Z55g,Quality Bumper - Mesa,1023 S Gilbert Rd,Mesa,AZ,85204,33.3967241,-111.7877752,4.0,16,1,"{'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True'}","Auto Parts & Supplies, Auto Glass Services, Automotive, Auto Repair","{'Monday': '0:0-0:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '9:0-13:0'}"
laIexKaT-toWmb9dzRT4cg,Great Lakes Baking Company,"85 S Main St, Ste A",Hudson,OH,44236,41.236498,-81.4398786,4.5,26,1,"{'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'Caters': 'True', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Restaurants, Bakeries, Food","{'Tuesday': '7:0-18:0', 'Wednesday': '7:0-18:0', 'Thursday': '7:0-18:0', 'Friday': '7:0-18:0', 'Saturday': '7:0-20:0', 'Sunday': '8:0-16:0'}"
DkWunOuC9bgqNpPTfRcY5Q,Hot Diggity Dawgs,34350 N Cave Creek Rd,Cave Creek,AZ,85331,33.7963381,-111.9663373,5.0,3,1,"{'Alcohol': ""u'none'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '1'}","Food, Food Stands, Fast Food, Hot Dogs, Restaurants, Street Vendors",
b2mVQLlc_beZP-Iop8JgFg,Malaysia Grill,8 Washington Street,Markham,ON,L3P,43.8748998,-79.2591737,3.0,12,0,"{'RestaurantsDelivery': 'True', 'RestaurantsTableService': 'False', 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'NoiseLevel': ""u'quiet'"", 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '1', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'WiFi': ""'no'"", 'HasTV': 'True', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'""}","Asian Fusion, Thai, Restaurants, Malaysian",
